match_details,result,scores,date,venue,round,home,away,winner,win_by_runs,win_by_wickets,balls_remaining,innings1,innings1_runs,innings1_wickets,innings1_overs_batted,innings1_overs,innings2,innings2_runs,innings2_wickets,innings2_overs_batted,innings2_overs,D/L_method,target
"27th Match:Duronto Rajshahi v Sylhet Royals at Dhaka- Feb 5, 2013",Duronto Rajshahi won by 5 wickets (with 2 balls remaining),Sylhet Royals 147/8 (20/20 ov); Duronto Rajshahi 152/5 (19.4/20 ov),05/02/2013,Dhaka,27th Match,Duronto Rajshahi,Sylhet Royals,Duronto Rajshahi,,5,2,Sylhet Royals,147,8,20,20,Duronto Rajshahi,152,5,19.4,20,,
"28th Match:Dhaka Gladiators v Rangpur Riders at Dhaka- Feb 5, 2013",Dhaka Gladiators won by 88 runs,Dhaka Gladiators 217/4 (20/20 ov); Rangpur Riders 129 (19.5/20 ov),05/02/2013,Dhaka,28th Match,Dhaka Gladiators,Rangpur Riders,Dhaka Gladiators,88,,,Dhaka Gladiators,217,4,20,20,Rangpur Riders,129,10,19.5,20,,
"29th Match:Chittagong Kings v Khulna Royal Bengals at Dhaka- Feb 7, 2013",Chittagong Kings won by 89 runs,Chittagong Kings 156/5 (20/20 ov); Khulna Royal Bengals 67 (14.2/20 ov),07/02/2013,Dhaka,29th Match,Chittagong Kings,Khulna Royal Bengals,Chittagong Kings,89,,,Chittagong Kings,156,5,20,20,Khulna Royal Bengals,67,10,14.2,20,,
"30th Match:Rangpur Riders v Sylhet Royals at Dhaka- Feb 7, 2013",Sylhet Royals won by 6 wickets (with 6 balls remaining),Rangpur Riders 197/4 (20/20 ov); Sylhet Royals 198/4 (19/20 ov),07/02/2013,Dhaka,30th Match,Rangpur Riders,Sylhet Royals,Sylhet Royals,,6,6,Rangpur Riders,197,4,20,20,Sylhet Royals,198,4,19,20,,
"31st Match:Khulna Royal Bengals v Duronto Rajshahi at Dhaka- Feb 8, 2013",Khulna Royal Bengals won by 7 wickets (with 4 balls remaining),Duronto Rajshahi 138/9 (20/20 ov); Khulna Royal Bengals 140/3 (19.2/20 ov),08/02/2013,Dhaka,31st Match,Khulna Royal Bengals,Duronto Rajshahi,Khulna Royal Bengals,,7,4,Duronto Rajshahi,138,9,20,20,Khulna Royal Bengals,140,3,19.2,20,,
"32nd Match:Chittagong Kings v Sylhet Royals at Dhaka- Feb 8, 2013",Chittagong Kings won by 119 runs,Chittagong Kings 193/4 (20/20 ov); Sylhet Royals 74 (13.5/20 ov),08/02/2013,Dhaka,32nd Match,Chittagong Kings,Sylhet Royals,Chittagong Kings,119,,,Chittagong Kings,193,4,20,20,Sylhet Royals,74,10,13.5,20,,
"33rd Match:Chittagong Kings v Rangpur Riders at Dhaka- Feb 9, 2013",Rangpur Riders won by 5 wickets (with 0 balls remaining),Chittagong Kings 160/6 (20/20 ov); Rangpur Riders 161/5 (20/20 ov),09/02/2013,Dhaka,33rd Match,Chittagong Kings,Rangpur Riders,Rangpur Riders,,5,0,Chittagong Kings,160,6,20,20,Rangpur Riders,161,5,20,20,,
"34th Match:Barisal Burners v Dhaka Gladiators at Dhaka- Feb 9, 2013",Dhaka Gladiators won by 8 wickets (with 44 balls remaining),Barisal Burners 114/9 (20/20 ov); Dhaka Gladiators 115/2 (12.4/20 ov),09/02/2013,Dhaka,34th Match,Barisal Burners,Dhaka Gladiators,Dhaka Gladiators,,8,44,Barisal Burners,114,9,20,20,Dhaka Gladiators,115,2,12.4,20,,
"35th Match:Dhaka Gladiators v Khulna Royal Bengals at Dhaka- Feb 11, 2013",Dhaka Gladiators won by 6 wickets (with 4 balls remaining),Khulna Royal Bengals 176/6 (20/20 ov); Dhaka Gladiators 180/4 (19.2/20 ov),11/02/2013,Dhaka,35th Match,Dhaka Gladiators,Khulna Royal Bengals,Dhaka Gladiators,,6,4,Khulna Royal Bengals,176,6,20,20,Dhaka Gladiators,180,4,19.2,20,,
"36th Match:Duronto Rajshahi v Rangpur Riders at Dhaka- Feb 11, 2013",Rangpur Riders won by 19 runs,Rangpur Riders 179/8 (20/20 ov); Duronto Rajshahi 160 (18.4/20 ov),11/02/2013,Dhaka,36th Match,Duronto Rajshahi,Rangpur Riders,Rangpur Riders,19,,,Rangpur Riders,179,8,20,20,Duronto Rajshahi,160,10,18.4,20,,
"37th Match:Khulna Royal Bengals v Sylhet Royals at Dhaka- Feb 12, 2013",Sylhet Royals won by 61 runs,Sylhet Royals 196/3 (20/20 ov); Khulna Royal Bengals 135/7 (20/20 ov),12/02/2013,Dhaka,37th Match,Khulna Royal Bengals,Sylhet Royals,Sylhet Royals,61,,,Sylhet Royals,196,3,20,20,Khulna Royal Bengals,135,7,20,20,,
"38th Match:Barisal Burners v Dhaka Gladiators at Dhaka- Feb 12, 2013",Barisal Burners won by 7 wickets (with 39 balls remaining),Dhaka Gladiators 114 (19.2/20 ov); Barisal Burners 117/3 (13.3/20 ov),12/02/2013,Dhaka,38th Match,Barisal Burners,Dhaka Gladiators,Barisal Burners,,7,39,Dhaka Gladiators,114,10,19.2,20,Barisal Burners,117,3,13.3,20,,
"39th Match:Chittagong Kings v Duronto Rajshahi at Dhaka- Feb 13, 2013",Chittagong Kings won by 33 runs,Chittagong Kings 193/3 (20/20 ov); Duronto Rajshahi 160/6 (20/20 ov),13/02/2013,Dhaka,39th Match,Chittagong Kings,Duronto Rajshahi,Chittagong Kings,33,,,Chittagong Kings,193,3,20,20,Duronto Rajshahi,160,6,20,20,,
"40th Match:Barisal Burners v Sylhet Royals at Dhaka- Feb 13, 2013",Sylhet Royals won by 1 wicket (with 2 balls remaining),Barisal Burners 144/9 (20/20 ov); Sylhet Royals 145/9 (19.4/20 ov),13/02/2013,Dhaka,40th Match,Barisal Burners,Sylhet Royals,Sylhet Royals,,1,2,Barisal Burners,144,9,20,20,Sylhet Royals,145,9,19.4,20,,
"41st Match:Barisal Burners v Rangpur Riders at Dhaka- Feb 14, 2013",Barisal Burners won by 26 runs,Barisal Burners 139/7 (20/20 ov); Rangpur Riders 113 (20/20 ov),14/02/2013,Dhaka,41st Match,Barisal Burners,Rangpur Riders,Barisal Burners,26,,,Barisal Burners,139,7,20,20,Rangpur Riders,113,10,20,20,,
"42nd Match:Chittagong Kings v Dhaka Gladiators at Dhaka- Feb 14, 2013",Dhaka Gladiators won by 29 runs,Dhaka Gladiators 168/6 (20/20 ov); Chittagong Kings 139/9 (20/20 ov),14/02/2013,Dhaka,42nd Match,Chittagong Kings,Dhaka Gladiators,Dhaka Gladiators,29,,,Dhaka Gladiators,168,6,20,20,Chittagong Kings,139,9,20,20,,
"Race to the Final:Dhaka Gladiators v Sylhet Royals at Dhaka- Feb 15, 2013",Dhaka Gladiators won by 4 runs,Dhaka Gladiators 197/9 (20/20 ov); Sylhet Royals 193/6 (20/20 ov),15/02/2013,Dhaka,Race to the Final,Dhaka Gladiators,Sylhet Royals,Dhaka Gladiators,4,,,Dhaka Gladiators,197,9,20,20,Sylhet Royals,193,6,20,20,,
"Elimination Final:Chittagong Kings v Duronto Rajshahi at Dhaka- Feb 16, 2013",Chittagong Kings won by 4 wickets (with 16 balls remaining),Duronto Rajshahi 107/7 (20/20 ov); Chittagong Kings 108/6 (17.2/20 ov),16/02/2013,Dhaka,Elimination Final,Chittagong Kings,Duronto Rajshahi,Chittagong Kings,,4,16,Duronto Rajshahi,107,7,20,20,Chittagong Kings,108,6,17.2,20,,
"Semi-Final:Chittagong Kings v Sylhet Royals at Dhaka- Feb 17, 2013",Match abandoned without a ball bowled,,17/02/2013,Dhaka,Semi-Final,Chittagong Kings,Sylhet Royals,Match abandoned without a ball bowled,,,,,,,,,,,,,,,
"Semi-Final:Chittagong Kings v Sylhet Royals at Dhaka- Feb 18, 2013",Chittagong Kings won by 3 wickets (with 5 balls remaining),Sylhet Royals 149/7 (20/20 ov); Chittagong Kings 150/7 (19.1/20 ov),18/02/2013,Dhaka,Semi-Final,Chittagong Kings,Sylhet Royals,Chittagong Kings,,3,5,Sylhet Royals,149,7,20,20,Chittagong Kings,150,7,19.1,20,,
"Final:Dhaka Gladiators v Chittagong Kings at Dhaka- Feb 19, 2013",Dhaka Gladiators won by 43 runs,Dhaka Gladiators 172/9 (20/20 ov); Chittagong Kings 129 (16.5/20 ov),19/02/2013,Dhaka,Final,Dhaka Gladiators,Chittagong Kings,Dhaka Gladiators,43,,,Dhaka Gladiators,172,9,20,20,Chittagong Kings,129,10,16.5,20,,
"1st T20I:South Africa v Pakistan at Durban- Mar 1, 2013",Match abandoned without a ball bowled,,01/03/2013,Durban,1st T20I,South Africa,Pakistan,Match abandoned without a ball bowled,,,,,,,,,,,,,,,
"2nd T20I:South Africa v Pakistan at Centurion- Mar 3, 2013",Pakistan won by 95 runs,Pakistan 195/7 (20/20 ov); South Africa 100 (12.2/20 ov),03/03/2013,Centurion,2nd T20I,South Africa,Pakistan,Pakistan,95,,,Pakistan,195,7,20,20,South Africa,100,10,12.2,20,,
"1st T20I:West Indies v Zimbabwe at North Sound- Mar 2, 2013",West Indies won by 8 wickets (with 23 balls remaining),Zimbabwe 130/8 (20/20 ov); West Indies 131/2 (16.1/20 ov),02/03/2013,North Sound,1st T20I,West Indies,Zimbabwe,West Indies,,8,23,Zimbabwe,130,8,20,20,West Indies,131,2,16.1,20,,
"2nd T20I:West Indies v Zimbabwe at North Sound- Mar 3, 2013",West Indies won by 41 runs,West Indies 158/7 (20/20 ov); Zimbabwe 117/6 (20/20 ov),03/03/2013,North Sound,2nd T20I,West Indies,Zimbabwe,West Indies,41,,,West Indies,158,7,20,20,Zimbabwe,117,6,20,20,,
"1st T20I:Afghanistan v Scotland at Sharjah- Mar 3, 2013",Afghanistan won by 27 runs,Afghanistan 132/7 (20/20 ov); Scotland 105/6 (20/20 ov),03/03/2013,Sharjah,1st T20I,Afghanistan,Scotland,Afghanistan,27,,,Afghanistan,132,7,20,20,Scotland,105,6,20,20,,
"2nd T20I:Afghanistan v Scotland at Sharjah- Mar 4, 2013",Afghanistan won by 7 wickets (with 15 balls remaining),Scotland 139/7 (20/20 ov); Afghanistan 140/3 (17.3/20 ov),04/03/2013,Sharjah,2nd T20I,Afghanistan,Scotland,Afghanistan,,7,15,Scotland,139,7,20,20,Afghanistan,140,3,17.3,20,,
"1st T20I:Canada v Kenya at ICCA Dubai- Mar 15, 2013",Canada won by 5 wickets (with 9 balls remaining),Kenya 126/9 (20/20 ov); Canada 128/5 (18.3/20 ov),15/03/2013,ICCA Dubai,1st T20I,Canada,Kenya,Canada,,5,9,Kenya,126,9,20,20,Canada,128,5,18.3,20,,
"2nd T20I:Canada v Kenya at ICCA Dubai- Mar 16, 2013",Kenya won by 21 runs,Kenya 139/7 (20/20 ov); Canada 118 (18.5/20 ov),16/03/2013,ICCA Dubai,2nd T20I,Canada,Kenya,Kenya,21,,,Kenya,139,7,20,20,Canada,118,10,18.5,20,,
"Only T20:United Arab Emirates v Ireland at Sharjah- Mar 21, 2013",Ireland won by 6 wickets (with 7 balls remaining),United Arab Emirates 122/9 (20/20 ov); Ireland 125/4 (18.5/20 ov),21/03/2013,Sharjah,Only T20,United Arab Emirates,Ireland,Ireland,,6,7,United Arab Emirates,122,9,20,20,Ireland,125,4,18.5,20,,
"Only T20I:Sri Lanka v Bangladesh at Pallekele- Mar 31, 2013",Sri Lanka won by 17 runs,Sri Lanka 198/5 (20/20 ov); Bangladesh 181/7 (20/20 ov),31/03/2013,Pallekele,Only T20I,Sri Lanka,Bangladesh,Sri Lanka,17,,,Sri Lanka,198,5,20,20,Bangladesh,181,7,20,20,,
"Group B:Bahawalpur Stags v Faisalabad Wolves at Lahore- Mar 26, 2013",Faisalabad Wolves won by 63 runs,Faisalabad Wolves 154/4 (20/20 ov); Bahawalpur Stags 91/8 (20/20 ov),26/03/2013,Lahore,Group B,Bahawalpur Stags,Faisalabad Wolves,Faisalabad Wolves,63,,,Faisalabad Wolves,154,4,20,20,Bahawalpur Stags,91,8,20,20,,
"Group A:Abbottabad Falcons v Multan Tigers at Lahore- Mar 26, 2013",Multan Tigers won by 5 wickets (with 14 balls remaining),Abbottabad Falcons 141/8 (20/20 ov); Multan Tigers 143/5 (17.4/20 ov),26/03/2013,Lahore,Group A,Abbottabad Falcons,Multan Tigers,Multan Tigers,,5,14,Abbottabad Falcons,141,8,20,20,Multan Tigers,143,5,17.4,20,,
"Group A:Lahore Lions v Sialkot Stallions at Lahore- Mar 26, 2013",Lahore Lions won by 44 runs,Lahore Lions 162/6 (20/20 ov); Sialkot Stallions 118/8 (20/20 ov),26/03/2013,Lahore,Group A,Lahore Lions,Sialkot Stallions,Lahore Lions,44,,,Lahore Lions,162,6,20,20,Sialkot Stallions,118,8,20,20,,
"Group A:Abbottabad Falcons v Sialkot Stallions at Lahore- Mar 27, 2013",Sialkot Stallions won by 5 wickets (with 4 balls remaining),Abbottabad Falcons 135/9 (20/20 ov); Sialkot Stallions 141/5 (19.2/20 ov),27/03/2013,Lahore,Group A,Abbottabad Falcons,Sialkot Stallions,Sialkot Stallions,,5,4,Abbottabad Falcons,135,9,20,20,Sialkot Stallions,141,5,19.2,20,,
"Group A:Lahore Lions v Multan Tigers at Lahore- Mar 27, 2013",Lahore Lions won by 47 runs,Lahore Lions 174/4 (20/20 ov); Multan Tigers 127 (19.4/20 ov),27/03/2013,Lahore,Group A,Lahore Lions,Multan Tigers,Lahore Lions,47,,,Lahore Lions,174,4,20,20,Multan Tigers,127,10,19.4,20,,
"Group B:Karachi Dolphins v Rawalpindi Rams at Lahore- Mar 27, 2013",Rawalpindi Rams won by 8 runs,Rawalpindi Rams 157 (20/20 ov); Karachi Dolphins 149/9 (20/20 ov),27/03/2013,Lahore,Group B,Karachi Dolphins,Rawalpindi Rams,Rawalpindi Rams,8,,,Rawalpindi Rams,157,10,20,20,Karachi Dolphins,149,9,20,20,,
"Group B:Bahawalpur Stags v Rawalpindi Rams at Lahore- Mar 28, 2013",Rawalpindi Rams won by 20 runs (D/L method),"Rawalpindi Rams 145/5 (18/18 ov); Bahawalpur Stags 96 (12.2/13 ov, target: 117)",28/03/2013,Lahore,Group B,Bahawalpur Stags,Rawalpindi Rams,Rawalpindi Rams,20,,,Rawalpindi Rams,145,5,18,18,Bahawalpur Stags,96,10,12.2,13,1,117
"Group B:Faisalabad Wolves v Karachi Dolphins at Lahore- Mar 28, 2013",Faisalabad Wolves won by 7 wickets (with 6 balls remaining),Karachi Dolphins 157/8 (20/20 ov); Faisalabad Wolves 161/3 (19/20 ov),28/03/2013,Lahore,Group B,Faisalabad Wolves,Karachi Dolphins,Faisalabad Wolves,,7,6,Karachi Dolphins,157,8,20,20,Faisalabad Wolves,161,3,19,20,,
"Group A:Abbottabad Falcons v Lahore Lions at Lahore- Mar 28, 2013",Lahore Lions won by 3 wickets (with 18 balls remaining),Abbottabad Falcons 94 (20/20 ov); Lahore Lions 95/7 (17/20 ov),28/03/2013,Lahore,Group A,Abbottabad Falcons,Lahore Lions,Lahore Lions,,3,18,Abbottabad Falcons,94,10,20,20,Lahore Lions,95,7,17,20,,
"Group A:Multan Tigers v Sialkot Stallions at Lahore- Mar 29, 2013",Sialkot Stallions won by 9 wickets (with 45 balls remaining),Multan Tigers 47/9 (14/14 ov); Sialkot Stallions 48/1 (6.3/14 ov),29/03/2013,Lahore,Group A,Multan Tigers,Sialkot Stallions,Sialkot Stallions,,9,45,Multan Tigers,47,9,14,14,Sialkot Stallions,48,1,6.3,14,,
"Group B:Faisalabad Wolves v Rawalpindi Rams at Lahore- Mar 29, 2013",Match tied (Rawalpindi Rams won the one-over eliminator),Rawalpindi Rams 143 (20/20 ov); Faisalabad Wolves 143/5 (20/20 ov),29/03/2013,Lahore,Group B,Faisalabad Wolves,Rawalpindi Rams,Match tied (Rawalpindi Rams,,,,Rawalpindi Rams,143,10,20,20,Faisalabad Wolves,143,5,20,20,,
"Group B:Bahawalpur Stags v Karachi Dolphins at Lahore- Mar 29, 2013",Karachi Dolphins won by 25 runs,Karachi Dolphins 146/8 (20/20 ov); Bahawalpur Stags 121/6 (20/20 ov),29/03/2013,Lahore,Group B,Bahawalpur Stags,Karachi Dolphins,Dolphins,25,,,Karachi Dolphins,146,8,20,20,Bahawalpur Stags,121,6,20,20,,
"1st Semi-Final:Faisalabad Wolves v Lahore Lions at Lahore- Mar 30, 2013",Faisalabad Wolves won by 2 runs,Faisalabad Wolves 125/8 (20/20 ov); Lahore Lions 123 (20/20 ov),30/03/2013,Lahore,1st Semi-Final,Faisalabad Wolves,Lahore Lions,Faisalabad Wolves,2,,,Faisalabad Wolves,125,8,20,20,Lahore Lions,123,10,20,20,,
"2nd Semi-Final:Rawalpindi Rams v Sialkot Stallions at Lahore- Mar 30, 2013",Sialkot Stallions won by 3 runs,Sialkot Stallions 139/8 (20/20 ov); Rawalpindi Rams 136 (20/20 ov),30/03/2013,Lahore,2nd Semi-Final,Rawalpindi Rams,Sialkot Stallions,Sialkot Stallions,3,,,Sialkot Stallions,139,8,20,20,Rawalpindi Rams,136,10,20,20,,
"Final:Faisalabad Wolves v Sialkot Stallions at Lahore- Mar 31, 2013",Faisalabad Wolves won by 36 runs,Faisalabad Wolves 158/3 (20/20 ov); Sialkot Stallions 122 (19.1/20 ov),31/03/2013,Lahore,Final,Faisalabad Wolves,Sialkot Stallions,Faisalabad Wolves,36,,,Faisalabad Wolves,158,3,20,20,Sialkot Stallions,122,10,19.1,20,,
"Central Zone:Rajasthan v Vidarbha at Nagpur- Mar 17, 2013",Vidarbha won by 10 runs,Vidarbha 113/9 (20/20 ov); Rajasthan 103/9 (20/20 ov),17/03/2013,Nagpur,Central Zone,Rajasthan,Vidarbha,Vidarbha,10,,,Vidarbha,113,9,20,20,Rajasthan,103,9,20,20,,
"North Zone:Himachal Pradesh v Services at Rohtak- Mar 17, 2013",Himachal Pradesh won by 1 run,Himachal Pradesh 78 (18.2/20 ov); Services 77 (19.5/20 ov),17/03/2013,Rohtak,North Zone,Himachal Pradesh,Services,Himachal Pradesh,1,,,Himachal Pradesh,78,10,18.2,20,Services,77,10,19.5,20,,
"South Zone:Andhra v Tamil Nadu at Bhadravati- Mar 17, 2013",Tamil Nadu won by 8 wickets (with 14 balls remaining),Andhra 106 (19/20 ov); Tamil Nadu 107/2 (17.4/20 ov),17/03/2013,Bhadravati,South Zone,Andhra,Tamil Nadu,Tamil Nadu,,8,14,Andhra,106,10,19,20,Tamil Nadu,107,2,17.4,20,,
"East Zone:Assam v Bengal at Agartala- Mar 17, 2013",Bengal won by 53 runs,Bengal 130/5 (20/20 ov); Assam 77 (16.2/20 ov),17/03/2013,Agartala,East Zone,Assam,Bengal,Bengal,53,,,Bengal,130,5,20,20,Assam,77,10,16.2,20,,
"South Zone:Goa v Karnataka at Shimoga- Mar 17, 2013",Karnataka won by 9 wickets (with 10 balls remaining),Goa 119 (18.3/20 ov); Karnataka 125/1 (18.2/20 ov),17/03/2013,Shimoga,South Zone,Goa,Karnataka,Karnataka,,9,10,Goa,119,10,18.3,20,Karnataka,125,1,18.2,20,,
"West Zone:Gujarat v Maharashtra at Ahmedabad- Mar 17, 2013",Gujarat won by 8 wickets (with 34 balls remaining),Maharashtra 147/8 (20/20 ov); Gujarat 148/2 (14.2/20 ov),17/03/2013,Ahmedabad,West Zone,Gujarat,Maharashtra,Gujarat,,8,34,Maharashtra,147,8,20,20,Gujarat,148,2,14.2,20,,
"South Zone:Hyderabad (India) v Kerala at Shimoga- Mar 17, 2013",Kerala won by 6 wickets (with 2 balls remaining),Hyderabad (India) 133/6 (20/20 ov); Kerala 134/4 (19.4/20 ov),17/03/2013,Shimoga,South Zone,Hyderabad (India),Kerala,Kerala,,6,2,Hyderabad (India),133,6,20,20,Kerala,134,4,19.4,20,,
"East Zone:Odisha v Tripura at Agartala- Mar 17, 2013",Odisha won by 22 runs,Odisha 172/8 (20/20 ov); Tripura 150/6 (20/20 ov),17/03/2013,Agartala,East Zone,Odisha,Tripura,Odisha,22,,,Odisha,172,8,20,20,Tripura,150,6,20,20,,
"North Zone:Haryana v Punjab at Rohtak- Mar 17, 2013",Haryana won by 47 runs,Haryana 150/4 (20/20 ov); Punjab 103 (17.5/20 ov),17/03/2013,Rohtak,North Zone,Haryana,Punjab,Haryana,47,,,Haryana,150,4,20,20,Punjab,103,10,17.5,20,,
"Central Zone:Railways v Uttar Pradesh at Nagpur- Mar 17, 2013",Uttar Pradesh won by 6 wickets (with 5 balls remaining),Railways 130/5 (20/20 ov); Uttar Pradesh 131/4 (19.1/20 ov),17/03/2013,Nagpur,Central Zone,Railways,Uttar Pradesh,Uttar Pradesh,,6,5,Railways,130,5,20,20,Uttar Pradesh,131,4,19.1,20,,
"West Zone:Baroda v Mumbai at Ahmedabad- Mar 17, 2013",Baroda won by 55 runs,Baroda 194/3 (20/20 ov); Mumbai 139/9 (20/20 ov),17/03/2013,Ahmedabad,West Zone,Baroda,Mumbai,Baroda,55,,,Baroda,194,3,20,20,Mumbai,139,9,20,20,,
"Central Zone:Rajasthan v Railways at Nagpur- Mar 18, 2013",Rajasthan won by 7 wickets (with 17 balls remaining),Railways 127/6 (20/20 ov); Rajasthan 128/3 (17.1/20 ov),18/03/2013,Nagpur,Central Zone,Rajasthan,Railways,Rajasthan,,7,17,Railways,127,6,20,20,Rajasthan,128,3,17.1,20,,
"North Zone:Delhi v Punjab at Gurgaon- Mar 18, 2013",Delhi won by 6 wickets (with 5 balls remaining),Punjab 160/7 (20/20 ov); Delhi 162/4 (19.1/20 ov),18/03/2013,Gurgaon,North Zone,Delhi,Punjab,Delhi,,6,5,Punjab,160,7,20,20,Delhi,162,4,19.1,20,,
"North Zone:Services v Jammu & Kashmir at Rohtak- Mar 18, 2013",Services won by 5 wickets (with 4 balls remaining),Jammu & Kashmir 108/7 (20/20 ov); Services 109/5 (19.2/20 ov),18/03/2013,Rohtak,North Zone,Services,Jammu & Kashmir,Services,,5,4,Jammu & Kashmir,108,7,20,20,Services,109,5,19.2,20,,
"South Zone:Andhra v Hyderabad (India) at Shimoga- Mar 18, 2013",Andhra won by 5 wickets (with 6 balls remaining),Hyderabad (India) 161/5 (20/20 ov); Andhra 163/5 (19/20 ov),18/03/2013,Shimoga,South Zone,Andhra,Hyderabad (India),Andhra,,5,6,Hyderabad (India),161,5,20,20,Andhra,163,5,19,20,,
"East Zone:Assam v Odisha at Agartala- Mar 18, 2013",Assam won by 7 wickets (with 4 balls remaining),Odisha 140/7 (17/17 ov); Assam 141/3 (16.2/17 ov),18/03/2013,Agartala,East Zone,Assam,Odisha,Assam,,7,4,Odisha,140,7,17,17,Assam,141,3,16.2,17,,
"South Zone:Goa v Tamil Nadu at Shimoga- Mar 18, 2013",Tamil Nadu won by 8 wickets (with 18 balls remaining),Goa 122/7 (20/20 ov); Tamil Nadu 126/2 (17/20 ov),18/03/2013,Shimoga,South Zone,Goa,Tamil Nadu,Tamil Nadu,,8,18,Goa,122,7,20,20,Tamil Nadu,126,2,17,20,,
"East Zone:Jharkhand v Tripura at Agartala- Mar 18, 2013",Jharkhand won by 8 wickets (with 27 balls remaining),Tripura 103 (19.5/20 ov); Jharkhand 107/2 (15.3/20 ov),18/03/2013,Agartala,East Zone,Jharkhand,Tripura,Jharkhand,,8,27,Tripura,103,10,19.5,20,Jharkhand,107,2,15.3,20,,
"South Zone:Karnataka v Kerala at Bhadravati- Mar 18, 2013",Karnataka won by 83 runs,Karnataka 185/5 (20/20 ov); Kerala 102/9 (20/20 ov),18/03/2013,Bhadravati,South Zone,Karnataka,Kerala,Karnataka,83,,,Karnataka,185,5,20,20,Kerala,102,9,20,20,,
"North Zone:Himachal Pradesh v Haryana at Rohtak- Mar 18, 2013",Haryana won by 4 runs,Haryana 110/8 (20/20 ov); Himachal Pradesh 106/6 (20/20 ov),18/03/2013,Rohtak,North Zone,Himachal Pradesh,Haryana,Haryana,4,,,Haryana,110,8,20,20,Himachal Pradesh,106,6,20,20,,
"West Zone:Gujarat v Mumbai at Ahmedabad- Mar 18, 2013",Gujarat won by 20 runs,Gujarat 193/5 (20/20 ov); Mumbai 173/6 (20/20 ov),18/03/2013,Ahmedabad,West Zone,Gujarat,Mumbai,Gujarat,20,,,Gujarat,193,5,20,20,Mumbai,173,6,20,20,,
"Central Zone:Madhya Pradesh v Vidarbha at Nagpur- Mar 18, 2013",Vidarbha won by 37 runs,Vidarbha 136/6 (20/20 ov); Madhya Pradesh 99 (17.2/20 ov),18/03/2013,Nagpur,Central Zone,Madhya Pradesh,Vidarbha,Vidarbha,37,,,Vidarbha,136,6,20,20,Madhya Pradesh,99,10,17.2,20,,
"West Zone:Maharashtra v Saurashtra at Ahmedabad- Mar 18, 2013",Saurashtra won by 15 runs,Saurashtra 130/6 (20/20 ov); Maharashtra 115/9 (20/20 ov),18/03/2013,Ahmedabad,West Zone,Maharashtra,Saurashtra,Saurashtra,15,,,Saurashtra,130,6,20,20,Maharashtra,115,9,20,20,,
"Central Zone:Madhya Pradesh v Uttar Pradesh at Nagpur- Mar 19, 2013",Madhya Pradesh won by 3 wickets (with 8 balls remaining),Uttar Pradesh 136/6 (20/20 ov); Madhya Pradesh 138/7 (18.4/20 ov),19/03/2013,Nagpur,Central Zone,Madhya Pradesh,Uttar Pradesh,Madhya Pradesh,,3,8,Uttar Pradesh,136,6,20,20,Madhya Pradesh,138,7,18.4,20,,
"North Zone:Delhi v Himachal Pradesh at Rohtak- Mar 19, 2013",Delhi won by 4 wickets (with 10 balls remaining),Himachal Pradesh 109/7 (20/20 ov); Delhi 110/6 (18.2/20 ov),19/03/2013,Rohtak,North Zone,Delhi,Himachal Pradesh,Delhi,,4,10,Himachal Pradesh,109,7,20,20,Delhi,110,6,18.2,20,,
"North Zone:Punjab v Jammu & Kashmir at Gurgaon- Mar 19, 2013",Punjab won by 43 runs,Punjab 146/9 (20/20 ov); Jammu & Kashmir 103 (19.3/20 ov),19/03/2013,Gurgaon,North Zone,Punjab,Jammu & Kashmir,Punjab,43,,,Punjab,146,9,20,20,Jammu & Kashmir,103,10,19.3,20,,
"South Zone:Andhra v Kerala at Shimoga- Mar 19, 2013",Kerala won by 7 wickets (with 8 balls remaining),Andhra 134/7 (20/20 ov); Kerala 135/3 (18.4/20 ov),19/03/2013,Shimoga,South Zone,Andhra,Kerala,Kerala,,7,8,Andhra,134,7,20,20,Kerala,135,3,18.4,20,,
